platform,category,product_name,selling_price,original_price,discount_percentage,rating,rating_count,review_count,seller_name,seller_type,delivery_info,delivery_days,free_delivery,is_sponsored,promotional_badges,promotional_badge_count,scarcity_message,has_scarcity_message,has_coupon,coupon_text,return_policy,has_return_policy,product_url,promotional_intensity,price_rating_mismatch,review_to_rating_ratio,urgency_score,trust_score
Amazon,audio,"pTron Bassbuds Eon in-Ear TWS Earbuds w/ 13mm Drivers, 45Hrs Playtime, Dual HD Mic & TruTalk AI-ENC Calls, Custom EQ,Mobile App, Bluetooth v6.0 Headphones,Voice Assist., Type C Charging & IPX5 (Peach)",649.0,1999.0,68.0,4.5,25,25,,Third-party,free delivery,3.0,1,0,Limited Time Deal,1,,0,0,,,1,,1,0.068,1.0,2,4.952
Amazon,audio,"GOBOULT Soniq Over Ear Bluetooth Headphones with 70H Playtime, 40mm Bass Drivers, Zen™ ENC Mic, Type-C Fast Charging, Dual Pairing, AUX, Wireless Headphones (White)",1999.0,5999.0,67.0,3.8,14,14,,Third-party,free delivery,3.0,1,1,,0,,0,0,,,1,,1,0.161,1.0,2,4.062
Amazon,audio,"boAt Airdopes Joy, 35Hrs Battery, Fast Charge, IWP Tech, Low Latency, 2Mic ENx, Type-C Port, v5.3 Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic(Jet Black)",999.0,4999.0,80.0,3.7,107,107,,Third-party,free delivery,3.0,1,0,,0,,0,0,,,1,,0,0.208,1.0,2,3.916
Amazon,audio,"boAt Rockerz 245 v2 Pro, 30HRS Battery, ENx Tech, Fast Charge, Low Latency, Dual Pairing, Magnetic Buds, USB Type-C Interface & IPX5, Bluetooth Neckband, Wireless with Mic Earphones (Cool Blue)",1099.0,3490.0,69.0,4.0,149,149,,Third-party,free delivery,3.0,1,0,,0,,0,0,,,1,,0,0.138,1.0,2,5.1
Amazon,audio,Blaupunkt Newly Launched BH41 Bluetooth Wireless Over Ear Headphones I Long Playtime I 40MM Drivers I Foldable I Flexible & Light Weight I Built in Mic I TurboVolt Fast Charging,1499.0,3499.0,57.0,4.1,13,13,,Third-party,free delivery,3.0,1,0,,0,,0,0,,,1,,0,0.103,1.0,0,4.668
Amazon,audio,"Sony WH-CH720N Noise Cancellation Wireless Bluetooth Over Ear Headphones with Mic, Up to 35Hrs Battery- Pink",8929.0,14990.0,40.0,4.2,167,167,,Third-party,free delivery,3.0,1,0,,0,,0,0,,,1,,0,0.064,1.0,0,5.18
Amazon,audio,"Portronics Muffs M6 Over Ear Wireless Bluetooth Headphone with Upto 40 Hours Playtime, Dual Pairing, 40mm Driver, HD Mic, Bluetooth 5.4V, Foldable Design, Type C Fast Charging (Biege)",1149.0,2499.0,54.0,4.2,855,855,,Third-party,free delivery,3.0,1,0,,0,only 1 left in stock; only 1 left,1,0,,,1,,1,0.086,1.0,3,5.18
Amazon,audio,P47 Bluetooth Over Ear Headphones Wireless with Mic (Multicolor),299.0,1599.0,81.0,4.0,2,2,,Third-party,free delivery,3.0,1,0,,0,,0,0,,,1,,0,0.162,1.0,2,3.32
Amazon,audio,"Sennheiser Momentum 4 Headphones - Bluetooth Headset for Crystal-Clear Calls, Adaptive Noise Cancellation, 60h Battery Life, Lightweight, Brown",26990.0,34990.0,23.0,4.3,128,128,,Third-party,free delivery,3.0,1,0,,0,,0,0,,,1,,0,0.032,1.0,0,5.192
Amazon,audio,Neckband Bluetooth Headphones Upto 72 Hours Playtime ML-B211,249.0,999.0,75.0,3.6,19,19,,Third-party,free delivery,3.0,1,0,,0,,0,0,,,1,,0,0.21,1.0,2,3.539
Amazon,audio,"boAt 2025 Launch Rockerz Prime 415, 360 Spatial Audio, 120H Battery, 40mm Drivers, AI-ENx Tech, Beast Mode, ASAP Charge & App Support, Bluetooth Headphones, Wireless Headphone with Mic (White Sabre)",2099.0,3999.0,48.0,4.2,389,389,,Marketplace Fulfilled,free delivery,3.0,1,0,,0,,0,0,,,1,,0,0.077,1.0,0,5.18
Amazon,wearables,"Fire-Boltt Phoenix Pro Round Smart Watch 1.39"" HD Display with Bluetooth Calling, AI Voice Assistant, SpO2 & Heart Rate Monitor, 120+ Sports Modes, IP67 Waterproof Smartwatch for Men & Women - Brown",1299.0,11999.0,89.0,3.9,1,1,,Third-party,free delivery,3.0,1,1,,0,,0,0,,,1,,1,0.196,1.0,2,2.699
Amazon,wearables,"Fire-Boltt Brillia Smart Watch 2.02” Super AMOLED Display, Bluetooth Calling, SpO2, Heart Rate Monitor, 120+ Sports Modes, Fitness Tracker, Voice Assistant, Smart Watch for Man & Women",1999.0,18999.0,89.0,4.0,225,225,,Third-party,free delivery,3.0,1,1,,0,,0,0,,,1,,1,0.178,1.0,2,3.6
Amazon,wearables,"boAt Wave Call 3 Smartwatch 1.83” HD Display with Animated Watch Faces; BT Calling, Functional Crown, Multiple Sports Modes, IP68, HR, SpO2 Monitor, Smart Watches for Men & Women (Bold Black)",1399.0,6999.0,80.0,4.1,267,267,,Third-party,free delivery,3.0,1,0,,0,,0,0,,,1,,0,0.144,1.0,2,4.14
Amazon,wearables,"Noise Twist Go Round dial Smartwatch with BT Calling, 1.39"" Display, Metal Build, 100+ Watch Faces, IP68, Sleep Tracking, 100+ Sports Modes, 24/7 Heart Rate Monitoring (Elite Black)",1999.0,5999.0,67.0,4.0,564,564,,Third-party,free delivery,3.0,1,0,Best Seller,1,,0,0,,,1,,1,0.134,1.0,2,5.1
Amazon,wearables,"Fire-Boltt Phoenix Nova Smartwatch 1.43” Slim Super AMOLED Display, 466x466 Pixel Always-On Display, Bluetooth Calling, Health Tracker for Men & Women Mist Jade",1399.0,1399.0,93.0,3.7,28,28,,Third-party,free delivery,3.0,1,1,,0,,0,0,,,1,,1,0.242,1.0,2,3.153
Amazon,wearables,"GOBOULT Newly Launched Tuff Hawk Smart Watch 1.39'' HD Display, BT Calling, Working Crown, 150+Watchfaces, 450 Nits Brightness, AI Voice Assistant, SpO2 Monitoring (Green) (Green)",1599.0,6999.0,77.0,3.8,481,481,,Third-party,free delivery,3.0,1,1,,0,,0,0,,,1,,1,0.185,1.0,2,3.52
Amazon,wearables,"Fire-Boltt Ninja Call Pro Max Bluetooth Calling Smart Watch, 2.01"" HD Display, 120+ Sports Modes, Health Suite, AI Voice Assistance, SpO2 & Heart Rate Monitor Smartwatch for Men & Women - Grey",1399.0,1399.0,91.0,3.9,13,13,,Third-party,free delivery,3.0,1,0,,0,,0,0,,,1,,0,0.2,1.0,2,3.588
Amazon,wearables,"boAt Lunar Discovery Neo, 1.39"" (3.5 cm) Round HD Display, Premium Metallic Finish, Animated Watchfaces, 100+ Sports Mode, Bluetooth Calling, Smart Watch for Men & Women (Active Black)",1299.0,6999.0,81.0,4.0,217,217,,Third-party,free delivery,3.0,1,0,,0,,0,0,,,1,,0,0.162,1.0,2,4.1
Amazon,wearables,"GOBOULT Crown R Pro Smart Watch 1.43''HD AMOLED, Working Crown, Zinc Alloy Frame, 600 Nits Brightness, AI Voice Assistant, SpO2 Monitoring, 120+ Sports Mode (Chrome)",2499.0,6999.0,64.0,4.0,775,775,,Third-party,free delivery,3.0,1,1,,0,,0,0,,,1,,1,0.128,1.0,2,4.6
Amazon,wearables,"Noise Pulse 4 Max Smart Watch with AI Create (India's 1st Ever with Unlimited Watch Faces), AI Search, 1.96"" AMOLED Display, Functional Crown, Premium Metallic Finish, Health Suite (Elite Black)",2799.0,4999.0,44.0,4.0,855,855,,Third-party,free delivery,3.0,1,1,,0,,0,0,,,1,,1,0.088,1.0,0,4.6
Amazon,wearables,"Fire‑Boltt Rise Smart Watch 1.85″ HD Display with Bluetooth Calling, AI Voice Assistant, Rotating Crown,SpO2 & Heart Rate Monitor, 120+ Sports Modes,IP67 Waterproof Smart Watch for Men & Women - Black",1499.0,11999.0,88.0,3.9,428,428,,Third-party,free delivery,3.0,1,0,,0,,0,0,,,1,,0,0.194,1.0,2,4.06
Amazon,wearables,"Fire-Boltt Talk Ultra 1.39"" Round Display Stainless Steel Luxury Smart Watch, Bluetooth Calling & 360 Health Monitoring, 123 Sports Modes, Inbuilt Voice Assistant (Black Dual)",1099.0,1099.0,93.0,3.7,936,936,,Third-party,free delivery,3.0,1,0,,0,,0,0,,,1,,0,0.242,1.0,2,3.98
Amazon,wearables,"1.83"" AMOLED Bluetooth Calling Smartwatch, Black",499.0,499.0,92.0,0.0,0,0,,Third-party,free delivery,3.0,1,0,,0,,0,0,,,1,,0,0.92,0.0,2,0.5
Amazon,wearables,"Noise Pulse 2 Max 1.85"" Display, Bluetooth Calling Smart Watch, 10 Days Battery, 550 NITS Brightness, Smart DND, 100 Sports Modes, Smartwatch for Men and Women (Jet Black)",1499.0,5999.0,75.0,4.0,264,264,,Third-party,free delivery,3.0,1,0,,0,,0,0,,,1,,0,0.15,1.0,2,4.1
Amazon,wearables,"Fire-Boltt Ninja X Ring Smart Watch with 1.96” Large Display, Bluetooth Calling, Wireless Charging, AI Voice Assistant, 500+ Watch Faces, Health Suite, Smart Watch for Man & Woman",1199.0,9999.0,88.0,4.1,189,189,,Third-party,free delivery,3.0,1,0,,0,,0,0,,,1,,0,0.158,1.0,2,4.14
Amazon,wearables,"Fastrack Volt S1 Smart Watch for Man and Women Latest with 1.83"" Display, Silicone Strap, BT Calling, 100+ Sports Modes, Heart Rate, SpO2, IP68, Ideal Smartwatch for Boys and Girls (Blue)",1599.0,2995.0,47.0,4.1,613,613,,Third-party,free delivery,3.0,1,0,,0,only 2 left in stock; only 2 left,1,0,,,1,,1,0.085,1.0,3,5.14
Amazon,wearables,"Fire-Boltt Ninja Phantom Smart Watch 1.83” Display, Transparent Clear Body Design, Bluetooth Calling, 120+ Sports Modes, Voice Assistant, AI Outfit Watch Face Smartwatch for Men & Women Stealth Navy",999.0,999.0,95.0,3.7,18,18,,Third-party,free delivery,3.0,1,0,,0,,0,0,,,1,,0,0.247,1.0,2,3.569
Amazon,wearables,"Fire-Boltt Axiom Round Smart Watch 1.43"" Super AMOLED Display with Always-On Mode, Bluetooth Calling, Rotating Crown, SPO2 & Heart Rate Monitor, IP67 Waterproof Silicone Smartwatch for Men - White",1999.0,18999.0,89.0,3.9,406,406,,Third-party,free delivery,3.0,1,0,,0,,0,0,,,1,,0,0.196,1.0,2,4.06
Amazon,wearables,"Fastrack Jupitor R2 Smart Watch, 1.38” TFT Display, 240 * 240 Pixel Resolution, SingleSync BT Calling, AI Voice Assistant, 100+ Sports Modes & Smartwatch Faces,Upto 5 Day Battery, IP68 (Black)",1799.0,3999.0,55.0,4.0,435,435,,Third-party,free delivery,3.0,1,0,,0,,0,0,,,1,,0,0.11,1.0,0,5.1
Amazon,wearables,"Fire-Boltt Rise Luxe Bluetooth Calling Smart Watch, 1.85”HD Display,AI Outfit Watch Face, 2 Looks in 1 Watch, Extra Straps at ₹99, 120+ Sports Modes, Metal Smartwatch for Men & Women (Rose Gold)",1099.0,1099.0,93.0,3.6,147,147,,Third-party,free delivery,3.0,1,0,,0,,0,0,,,1,,0,0.26,1.0,2,3.939
Amazon,wearables,"Bouncefit M I D18 Round Fitness Band Smart Watch for Men, Women, Boys, Girls, Kids – Single Touch Interface, Water Resistant, Workout Modes, Quick Charge Sports Smartwatch – Black (GG)",299.0,2990.0,90.0,2.5,167,167,,Third-party,free delivery,3.0,1,0,,0,,0,0,,,1,,0,0.45,1.0,2,3.5
Amazon,wearables,"Fastrack New Limitless X2 Smart Watch, 1.91"" UltraVU with Rotating Crown, 60 Hz Refresh Rate, Advanced Chipset, SingleSync BT Calling, 100+ Sports Mode & Smartwatch Faces, IP68, (Black)",1699.0,1699.0,0.0,4.0,26,26,,Third-party,free delivery,3.0,1,0,,0,,0,0,,,1,,0,0.0,1.0,0,4.759
Amazon,wearables,"Titan ZEAL 2.0 Smartwatch with 1.85” AMOLED Display,60Hz Refresh Rate,Infinite AI Watch Faces,AI Chat,AI Voice assistant,Smart Hydration,Multiple Menu Styles,QR Hub​,100+ Multisports,BT Calling- Black",4999.0,4999.0,0.0,3.6,5,5,,Third-party,free delivery,3.0,1,1,,0,,0,0,,,1,,1,0.0,1.0,0,3.798
Amazon,wearables,"Bluetooth Calling Smart Watch with HD Display, Fitness Tracking, Heart Rate & Sleep Monitor for Android & iOS",599.0,1999.0,70.0,5.0,1,1,,Third-party,free delivery,3.0,1,0,,0,,0,0,,,1,,0,0.0,1.0,2,4.639
Amazon,wearables,"Noise Pulse 4 Max India's 1st Ever AI Create Smart Watch, AI Search, 1.96"" AMOLED Display, Functional Crown, Premium Metallic Finish, BT Calling, 7 Menu Styles, Health Suiteᵀᴹ (Midnight Gold)",2499.0,6999.0,64.0,4.0,855,855,,Third-party,free delivery,3.0,1,0,,0,,0,0,,,1,,0,0.128,1.0,2,5.1
Amazon,wearables,"Fire-Boltt Talk Bluetooth Calling Smartwatch, 1.39"" TFT Display with Dual Button, Hands On Voice Assistance, 120 Sports Modes, in Built Mic & Speaker (Talk, Wine)",999.0,999.0,92.0,3.8,329,329,,Third-party,free delivery,3.0,1,1,,0,,0,0,,,1,,1,0.221,1.0,2,3.52
Amazon,wearables,"MARVIK Smart Watch for Kids, Men, Boys, Girls, and Women, D20 Plus 2025, Latest for Android and iOS Phones, IP68 Waterproof with Daily Activity Tracker, Heart Rate Sensor, Sleep Monitor Watch - Black",399.0,999.0,60.0,2.8,17,17,,Third-party,free delivery,3.0,1,0,,0,,0,0,,,1,,0,0.264,1.0,0,4.198
Amazon,wearables,"CrossBeats Everest 2.0 | Latest 2026 Smart Watch for man | 1.43"" AMOLED Always ON Display Bluetooth Calling Rugged Outdoor Smartwatch | Upto 15 Days Battery Life 100+ Sports Mode Flash Light (Black)",3499.0,9999.0,65.0,4.1,643,643,,Third-party,free delivery,3.0,1,0,,0,,0,0,,,1,,0,0.117,1.0,2,5.14
Amazon,wearables,"Fire-Boltt Ninja Call Pro Max Nyluxe Smart Watch 2.01"" with Bluetooth Calling, Voice Assistance, SpO2 & Heart Rate Monitor, 120+ Sports Modes, IP67 Waterproof, Smart Watch for Men & Women - Beige",1199.0,1199.0,92.0,3.5,67,67,,Third-party,free delivery,3.0,1,1,,0,,0,0,,,1,,1,0.276,1.0,2,3.244
Amazon,wearables,"Fastrack VOX Neo Smart Watch with 1.91” Curved TFT Display, Rotary Crown, Offline Voice Commands,To-Do list, BT Calling, 24/7 Health Suite, SpO2, HRM, Sleep Tracking, IP68 Water Resistant - Delta Clay",2399.0,2399.0,0.0,4.2,57,57,,Third-party,free delivery,3.0,1,1,,0,,0,0,,,1,,1,0.0,1.0,0,4.492
Amazon,wearables,"Bouncefit M I D116 Fitness Band Smart Watch for Men, Women, Boys, Girls, Kids – Single Touch Interface, Water Resistant, Workout Modes, Quick Charge Sports Smartwatch – Black I",396.0,2999.0,87.0,3.1,620,620,,Third-party,free delivery,3.0,1,0,Limited Time Deal,1,,0,0,,,1,,1,0.331,1.0,2,3.74
Amazon,wearables,"Noise ColorFit Pulse 3 with 1.96"" Biggest Display Bluetooth Calling Smart Watch, Premium Build, Auto Sport Detection & 170+ Watch Faces Smartwatch for Men & Women - Midnight Black",1499.0,6999.0,79.0,3.9,56,56,,Third-party,free delivery,3.0,1,0,,0,,0,0,,,1,,0,0.174,1.0,2,3.869
Amazon,wearables,"Fastrack Sleek 1.32"" AMOLED 42mm Round Display Smart Watch with Silicone Strap, QR Hub, BT Calling, SPO2, Hotkey, Functional Crown, IP68 Water Resistant Upto, 5 Days Battery Life - Onyx Black",4399.0,5999.0,27.0,3.4,28,28,,Third-party,free delivery,3.0,1,1,,0,,0,0,,,1,,1,0.086,1.0,0,4.033
Amazon,wearables,"Titan Smart 4.0 Smartwatch with 1.93” AMOLED Display, Infinite AI Watch Faces, AI Voice assistant, Smart Hydration, Multiple Menu Styles, QR Hub​, 100+ Multisports, BT Calling, HRM, SpO2,Games - Black",5999.0,5999.0,0.0,3.9,87,87,,Third-party,free delivery,3.0,1,1,,0,,0,0,,,1,,1,0.0,1.0,0,4.455
Amazon,wearables,"Fastrack Astor FR2 Pro 1.43"" AMOLED Stainless Steel Smart Watch with SpO2, Heart Rate, BT Calling, Adaptive AOD, Functional Crown, AI Voice Assistant – Smartwatch for Stylish Professionals (Black)",3499.0,5499.0,36.0,4.2,18,18,,Third-party,free delivery,3.0,1,0,,0,,0,0,,,1,,0,0.058,1.0,0,4.769
Amazon,wearables,"NoiseFit Halo 1.43"" AMOLED Display, Bluetooth Calling Round Dial Smart Watch, Premium Metallic Build, Always on Display, Smart Gesture Control, 100 Sports Modes (Vintage Brown)",2999.0,7999.0,63.0,3.9,124,124,,Third-party,free delivery,3.0,1,0,,0,,0,0,,,1,,0,0.139,1.0,2,5.026
Amazon,wearables,"boAt Lunar Discovery – 2026 Edition w/ 1.39"" (3.5 cm) HD Display, Bluetooth Calling, Emergency SOS, HR, SpO2 & Sleep Tracking Smart Watch for Men & Women (Brown)",1599.0,8499.0,81.0,3.8,56,56,,Third-party,free delivery,3.0,1,0,,0,,0,0,,,1,,0,0.194,1.0,2,3.829
Amazon,wearables,"Fire-Boltt Talk Bluetooth Calling Smartwatch, 1.39"" TFT Display with Dual Button, Hands On Voice Assistance, 120 Sports Modes, in Built Mic & Speaker (Talk, Black)",1499.0,11999.0,88.0,4.0,419,419,,Third-party,free delivery,3.0,1,0,,0,,0,0,,,1,,0,0.176,1.0,2,4.1
Amazon,wearables,"Noise Pro 6 Max Smart Watch:Intelligent with Noise AI, Endless AI Watch Faces, AI Companion, 1.96” AMOLED, Stainless Steel Build, Built-in GPS, 5 ATM, EN2 Processor, for iOS & Android(Chrome Black)",7999.0,10999.0,27.0,4.0,248,248,,Third-party,free delivery,3.0,1,0,,0,,0,0,,,1,,0,0.054,1.0,0,5.1
Amazon,wearables,"Noise Twist Go Smart Watch 1.39"" Display, TruSyncᵀᴹ BT Calling, Glossy Metal Finish, 150+ Watch Faces, IP68, Sleep Tracking, 100+ Sports Modes, Smart Watch for Men and Women (Midnight Gold)",1599.0,4999.0,68.0,4.0,564,564,,Third-party,free delivery,3.0,1,0,Best Seller,1,,0,0,,,1,,1,0.136,1.0,2,5.1
Amazon,wearables,"Amazfit Bip 6 Smart Watch 46mm, 14 Day Battery, 1.97"" AMOLED Display, GPS & Free Maps, AI, Bluetooth Call & Text, Health, Fitness & Sleep Tracker, 140+ Workout Modes, 5 ATM Water-Resistance, Black",8999.0,14999.0,40.0,4.3,62,62,,Third-party,free delivery,3.0,1,0,,0,,0,0,,,1,,0,0.056,1.0,0,5.049
Amazon,wearables,"Fire-Boltt Phoenix Round Smart Watch 1.38"" HD Display with Bluetooth Calling, SpO2 & Heart Rate Monitor, 120+ Sports Modes, IP67 Waterproof, Fitness Tracker Smartwatch for Men & Women - Black",1499.0,9999.0,85.0,3.9,1,1,,Third-party,free delivery,3.0,1,0,,0,,0,0,,,1,,0,0.187,1.0,2,3.199
Amazon,wearables,"Fire-Boltt Ninja X Ring Smart Watch with 1.96” Large Display, Bluetooth Calling, Wireless Charging, AI Voice Assistant, 500+ Watch Faces, Health Suite, Smart Watch for Man & Woman – Blue S",1199.0,9999.0,88.0,4.1,189,189,,Third-party,free delivery,3.0,1,0,,0,,0,0,,,1,,0,0.158,1.0,2,4.14
Snapdeal,electronics,"Neo - 3D HD Magnifier Phone Mobile Holder Screen Expanders for Movies, Videos, and Gaming with Foldable Phone Stand and Screen Amplifier - Compatible with All Smartphones",280.0,999.0,72.0,4.2,74,14,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/nbox-transparent-active-3d-glasses/686764495292,2,0.115,0.189,5,4.043
Snapdeal,electronics,67W Fast Charger for MI Xiomi Redmi & other Type C Smartphones Rapid Charging with Qualcomm Quick Charge 3.0 SuperVOOC includes USB Type-C 6A Cable,326.0,1999.0,84.0,3.8,153,30,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/avista-usb-54a-wall-charger/650721089424,2,0.202,0.196,5,4.02
Snapdeal,electronics,"Hybite Premium Selfie Stick, Blue tooth Extendable Selfie Stick Tri pod with Led Light Wireless Remote and Portable Tri pod Stand Compatible for All iPhone and Android Smartphone",231.0,999.0,77.0,4.0,144,28,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/hybite-premium-selfie-stick-blue/635726749975,2,0.154,0.194,5,4.095
Snapdeal,electronics,Shop To Shop Bluetooth Selfie Flash Light ( Black ),282.0,999.0,72.0,4.1,48,9,,Third-party,Free Delivery,3.0,1,0,Great Offer; Flash Sale,2,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/shop-to-shop-bluetooth-selfie/680524288266,3,0.13,0.188,5,3.918
Snapdeal,electronics,"Waterproof Mobile Pouch Cover for All Mobiles, Cellphone Dry Bag Compatible for iPhone, Samsung, Mi, Redmi, Oppo, VIVO, All Other Smartphones up to 6.5 inches",187.0,499.0,63.0,4.3,125,25,,Third-party,Free Delivery,3.0,1,0,,0,,0,0,,7 days return,1,https://www.snapdeal.com/product/waterproof-mobile-pouch-cover-for/674889047655,0,0.088,0.2,2,5.187
Snapdeal,electronics,"Radhe Creation Silicone Suction Cup Phone Case for All Smartphones – Strong Grip Anti-Slip Phone Holder Case – Reusable Suction Sticker Black Case for Car, Desk, Mirror & Wall (R blue- 1Pack)",119.0,299.0,60.0,5.0,147,29,,Third-party,Free Delivery,3.0,1,1,,0,,0,0,,7 days return,1,https://www.snapdeal.com/product/radhe-creation-silicone-suction-cup/621799848534,1,0.0,0.197,0,4.999
Snapdeal,electronics,THRIFTKART Card Holder Connectors for Smartphones and Tablets ( Black ),176.0,999.0,82.0,4.0,242,48,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/thriftkart-card-holder-connectors-for/648832160858,2,0.164,0.198,5,4.1
Snapdeal,electronics,"Universal Bike Mobile Stand Metal Body 360 Degree Rotating | Mirror Cradle Stand Full Metal Body Bike & Scooty Mobile Holder Stand for Bicycle, Motorcycle, Scooty with All Smartphones",160.0,499.0,68.0,4.2,74,14,,Third-party,Free Delivery,3.0,1,1,Great Offer,1,,0,0,,7 days return,1,https://www.snapdeal.com/product/universal-bike-mobile-stand-metal/626318451891,2,0.109,0.189,2,4.543
Snapdeal,electronics,"Hybite Premium Selfie Stick, Blue tooth Extendable Selfie Stick Tri pod with Led Light Wireless Remote and Portable Tri pod Stand Compatible for All iPhone and Android Smartphone",239.0,999.0,76.0,4.1,129,25,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/hybite-premium-selfie-stick-blue/638464915190,2,0.137,0.194,5,4.114
Snapdeal,electronics,Mobile Phone Stand 360° Rotation Height and Angle Adjustable Cell Phone Stand for Desk Office Foldable Desktop Phone Holder for Smartphone,163.0,899.0,82.0,3.8,213,42,,Third-party,Free Delivery,3.0,1,1,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/mobile-phone-stand-360-rotation/677528065636,3,0.197,0.197,5,3.52
Snapdeal,electronics,"85W Fast Charger with 3-in-1 Charging Cable | Type-C, Micro USB & Lightning | Universal Quick Charging Adapter for Laptop, Smartphone, Tablet | Travel-Friendly Power Delivery Charger",397.0,999.0,60.0,4.1,90,18,,Third-party,Free Delivery,3.0,1,1,,0,,0,0,,7 days return,1,https://www.snapdeal.com/product/85w-fast-charger-with-3in1/621983231422,1,0.108,0.2,0,4.542
Snapdeal,electronics,"Hybite Premium Selfie Stick, Blue tooth Extendable Selfie Stick Tr ip od with Led Light Wireless Remote and Portable Tri pod Stand Compatible for All iPhone and Android Smartphone",239.0,999.0,76.0,4.3,168,33,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/hybite-premium-selfie-stick-blue/659137478056,2,0.106,0.196,5,4.22
Snapdeal,electronics,Bike Phone Mount Waterproof Cell Phone Holder 360 Rotation Motorcycle Smartphone Case Universal Bicycle Handlebar Sensitive Touch Screen Fit Below 4-7.2 Inches Smartphone,276.0,799.0,65.0,3.7,147,29,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,,0,0,,7 days return,1,https://www.snapdeal.com/product/bike-phone-mount-waterproof-cell/650626329513,1,0.169,0.197,2,4.979
Snapdeal,electronics,"Foldable and Portable Tabletop Mobile Stand with Stable Base,Height and View Angle Adjustable Phone Stand,Ideal Mobile Holder for Smartphones,Tablets, Kindles",193.0,599.0,68.0,4.1,92,18,,Third-party,Free Delivery,3.0,1,1,Great Offer,1,,0,0,,7 days return,1,https://www.snapdeal.com/product/foldable-and-portable-tabletop-mobile/638022519497,2,0.122,0.196,2,4.547
Snapdeal,electronics,THRIFTKART - 12OW 3A -V8 -Fast Charging & Data Sync Cable For ALL Smartphones USB Cable | Micro USB Data Cable | Sync Quick 120w Fast Charging Cable | Charger Cable | Android V8 Cable - White,168.0,499.0,66.0,4.2,207,41,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,,0,0,,7 days return,1,https://www.snapdeal.com/product/thriftkart-12ow-3a-v8-fast/639014328858,1,0.106,0.198,2,5.18
Snapdeal,electronics,Pack of 4 Wall Mounted Mobile Phone Holder Storage Case For Phones with Strong Adhesive Strips | Wall Mount Mobile Stand/Multi-Purpose Stand For Smartphones Charging,169.0,599.0,72.0,3.5,212,42,,Third-party,Free Delivery,3.0,1,1,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/pack-of-4-wall-mounted/650608500972,3,0.216,0.198,5,3.4
Snapdeal,electronics,"3D HD Magnifier Phone Mobile Holder Screen Expanders for Movies, Videos, and Gaming with Foldable Phone Stand and Screen Amplifier - Compatible with All Smartphones",225.0,1299.0,83.0,4.0,105,21,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/2-pack-moisture-proof-nylon/657429539359,2,0.166,0.2,5,4.033
Snapdeal,electronics,Universal Smartphone C2 Mobile Holder,174.0,599.0,71.0,4.1,72,14,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/universal-smartphone-c2-mobile-holder/634947128098,2,0.128,0.194,5,3.998
Snapdeal,electronics,"U7 USB Type-C Charging Cable, Fast Charge & Data Sync, 65W-100W 5A Type-C Cable for Smartphones and Devices of All Type",262.0,999.0,74.0,4.2,107,21,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,Limited Period Offer,1,0,,7 days return,1,https://www.snapdeal.com/product/u7-usb-typec-charging-cable/663965819187,2,0.118,0.196,5,4.116
Snapdeal,electronics,"Type-C to Type-C USB Cable for all Smartphones  | Data Cable (3.4A, 1M,, White)",187.0,499.0,63.0,4.1,176,35,,Third-party,Free Delivery,3.0,1,0,,0,,0,0,,7 days return,1,https://www.snapdeal.com/product/typec-to-typec-usb-cable/628639408844,0,0.113,0.199,2,5.14
Snapdeal,electronics,Universal Metal  Bike Mobile Phone Holder with USB Charger for Bike Scooty Bicycle Suitable for All Smartphones,221.0,699.0,68.0,4.1,89,17,,Third-party,Free Delivery,3.0,1,0,Great Offer,1,,0,0,,7 days return,1,https://www.snapdeal.com/product/universal-metal-bike-mobile-phone/678546486679,1,0.122,0.191,2,5.04
